ydatestr,ydate,cp
1991-11-13,727515,397.41
1991-11-14,727516,397.15
1991-11-15,727517,382.62
1991-11-18,727520,385.24
1991-11-19,727521,379.42
1991-11-20,727522,378.53
1991-11-21,727523,380.06
1991-11-22,727524,376.14
1991-11-25,727527,375.34
1991-11-26,727528,377.96
1991-11-27,727529,376.55
1991-11-29,727531,375.22
1991-12-02,727534,381.4
1991-12-03,727535,380.96
1991-12-04,727536,380.07
1991-12-05,727537,377.39
1991-12-06,727538,379.1
1991-12-09,727541,378.26
1991-12-10,727542,377.9
1991-12-11,727543,377.7
1991-12-12,727544,381.55
1991-12-13,727545,384.47
1991-12-16,727548,384.46
1991-12-17,727549,382.74
1991-12-18,727550,383.48
1991-12-19,727551,382.52
1991-12-20,727552,387.04
1991-12-23,727555,396.82
1991-12-24,727556,399.33
1991-12-26,727558,404.84
1991-12-27,727559,406.46
1991-12-30,727562,415.14
1991-12-31,727563,417.09
1992-01-02,727565,417.26
1992-01-03,727566,419.34
1992-01-06,727569,417.96
1992-01-07,727570,417.4
1992-01-08,727571,418.1
1992-01-09,727572,417.61
1992-01-10,727573,415.1
1992-01-13,727576,414.34
1992-01-14,727577,420.44
1992-01-15,727578,420.77
1992-01-16,727579,418.21
1992-01-17,727580,418.86
1992-01-20,727583,416.36
1992-01-21,727584,412.64
1992-01-22,727585,418.13
1992-01-23,727586,414.96
1992-01-24,727587,415.48
1992-01-27,727590,414.99
1992-01-28,727591,414.96
1992-01-29,727592,410.34
1992-01-30,727593,411.62
1992-01-31,727594,408.78
1992-02-03,727597,409.53
1992-02-04,727598,413.85
1992-02-05,727599,413.84
1992-02-06,727600,413.82
1992-02-07,727601,411.09
1992-02-10,727604,413.77
1992-02-11,727605,413.76
1992-02-12,727606,417.13
1992-02-13,727607,413.69
1992-02-14,727608,412.48
1992-02-18,727612,407.38
1992-02-19,727613,408.26
1992-02-20,727614,413.9
1992-02-21,727615,411.43
1992-02-24,727618,412.27
1992-02-25,727619,410.45
1992-02-26,727620,415.35
1992-02-27,727621,413.86
1992-02-28,727622,412.7
1992-03-02,727625,412.45
1992-03-03,727626,412.85
1992-03-04,727627,409.33
1992-03-05,727628,406.51
1992-03-06,727629,404.44
1992-03-09,727632,405.21
1992-03-10,727633,406.89
1992-03-11,727634,404.03
1992-03-12,727635,403.89
1992-03-13,727636,405.84
1992-03-16,727639,406.39
1992-03-17,727640,409.58
1992-03-18,727641,409.15
1992-03-19,727642,409.8
1992-03-20,727643,411.3
1992-03-23,727646,409.91
1992-03-24,727647,408.88
1992-03-25,727648,407.52
1992-03-26,727649,407.86
1992-03-27,727650,403.5
1992-03-30,727653,403
1992-03-31,727654,403.69
1992-04-01,727655,404.23
1992-04-02,727656,400.5
1992-04-03,727657,401.55
1992-04-06,727660,405.59
1992-04-07,727661,398.06
1992-04-08,727662,394.5
1992-04-09,727663,400.64
1992-04-10,727664,404.29
1992-04-13,727667,406.08
1992-04-14,727668,412.39
1992-04-15,727669,416.28
1992-04-16,727670,416.04
1992-04-20,727674,410.18
1992-04-21,727675,410.26
1992-04-22,727676,409.81
1992-04-23,727677,411.6
1992-04-24,727678,409.02
1992-04-27,727681,408.45
1992-04-28,727682,409.11
1992-04-29,727683,412.02
1992-04-30,727684,414.95
1992-05-01,727685,412.53
1992-05-04,727688,416.91
1992-05-05,727689,416.84
1992-05-06,727690,416.79
1992-05-07,727691,415.85
1992-05-08,727692,416.05
1992-05-11,727695,418.49
1992-05-12,727696,416.29
1992-05-13,727697,416.45
1992-05-14,727698,413.14
1992-05-15,727699,410.09
1992-05-18,727702,412.81
1992-05-19,727703,416.37
1992-05-20,727704,415.39
1992-05-21,727705,412.6
1992-05-22,727706,414.02
1992-05-26,727710,411.41
1992-05-27,727711,412.17
1992-05-28,727712,416.74
1992-05-29,727713,415.35
1992-06-01,727716,417.3
1992-06-02,727717,413.5
1992-06-03,727718,414.59
1992-06-04,727719,413.26
1992-06-05,727720,413.48
1992-06-08,727723,413.36
1992-06-09,727724,410.06
1992-06-10,727725,407.25
1992-06-11,727726,409.05
1992-06-12,727727,409.76
1992-06-15,727730,410.29
1992-06-16,727731,408.32
1992-06-17,727732,402.26
1992-06-18,727733,400.96
1992-06-19,727734,403.67
1992-06-22,727737,403.4
1992-06-23,727738,404.04
1992-06-24,727739,403.84
1992-06-25,727740,403.12
1992-06-26,727741,403.45
1992-06-29,727744,408.94
1992-06-30,727745,408.14
1992-07-01,727746,412.88
1992-07-02,727747,411.77
1992-07-06,727751,413.84
1992-07-07,727752,409.16
1992-07-08,727753,410.28
1992-07-09,727754,414.23
1992-07-10,727755,414.62
1992-07-13,727758,414.87
1992-07-14,727759,417.68
1992-07-15,727760,417.1
1992-07-16,727761,417.54
1992-07-17,727762,415.62
1992-07-20,727765,413.75
1992-07-21,727766,413.76
1992-07-22,727767,410.93
1992-07-23,727768,412.08
1992-07-24,727769,411.6
1992-07-27,727772,411.54
1992-07-28,727773,417.52
1992-07-29,727774,422.23
1992-07-30,727775,423.92
1992-07-31,727776,424.21
1992-08-03,727779,425.09
1992-08-04,727780,424.36
1992-08-05,727781,422.19
1992-08-06,727782,420.59
1992-08-07,727783,418.88
1992-08-10,727786,419.42
1992-08-11,727787,418.9
1992-08-12,727788,417.78
1992-08-13,727789,417.73
1992-08-14,727790,419.91
1992-08-17,727793,420.74
1992-08-18,727794,421.34
1992-08-19,727795,418.19
1992-08-20,727796,418.26
1992-08-21,727797,414.85
1992-08-24,727800,410.72
1992-08-25,727801,411.61
1992-08-26,727802,413.51
1992-08-27,727803,413.53
1992-08-28,727804,414.84
1992-08-31,727807,414.03
1992-09-01,727808,416.07
1992-09-02,727809,417.98
1992-09-03,727810,417.98
1992-09-04,727811,417.08
1992-09-08,727815,414.44
1992-09-09,727816,416.36
1992-09-10,727817,419.95
1992-09-11,727818,419.58
1992-09-14,727821,425.27
1992-09-15,727822,419.77
1992-09-16,727823,419.92
1992-09-17,727824,419.93
1992-09-18,727825,422.93
1992-09-21,727828,422.14
1992-09-22,727829,417.14
1992-09-23,727830,417.44
1992-09-24,727831,418.47
1992-09-25,727832,414.35
1992-09-28,727835,416.62
1992-09-29,727836,416.8
1992-09-30,727837,417.8
1992-10-01,727838,416.29
1992-10-02,727839,410.47
1992-10-05,727842,407.57
1992-10-06,727843,407.18
1992-10-07,727844,404.25
1992-10-08,727845,407.75
1992-10-09,727846,402.66
1992-10-12,727849,407.44
1992-10-13,727850,409.3
1992-10-14,727851,409.37
1992-10-15,727852,409.6
1992-10-16,727853,411.73
1992-10-19,727856,414.98
1992-10-20,727857,415.48
1992-10-21,727858,415.67
1992-10-22,727859,414.9
1992-10-23,727860,414.1
1992-10-26,727863,418.16
1992-10-27,727864,418.49
1992-10-28,727865,420.13
1992-10-29,727866,420.86
1992-10-30,727867,418.68
1992-11-02,727870,422.75
1992-11-03,727871,419.92
1992-11-04,727872,417.11
1992-11-05,727873,418.34
1992-11-06,727874,417.58
1992-11-09,727877,418.59
1992-11-10,727878,418.62
1992-11-11,727879,422.2
1992-11-12,727880,422.87
1992-11-13,727881,422.43
1992-11-16,727884,420.68
1992-11-17,727885,419.27
1992-11-18,727886,422.85
1992-11-19,727887,423.61
1992-11-20,727888,426.65
1992-11-23,727891,425.12
1992-11-24,727892,427.59
1992-11-25,727893,429.19
1992-11-27,727895,430.16
1992-11-30,727898,431.35
1992-12-01,727899,430.78
1992-12-02,727900,429.89
1992-12-03,727901,429.91
1992-12-04,727902,432.06
1992-12-07,727905,435.31
1992-12-08,727906,436.99
1992-12-09,727907,435.65
1992-12-10,727908,434.64
1992-12-11,727909,433.73
1992-12-14,727912,432.84
1992-12-15,727913,432.57
1992-12-16,727914,431.52
1992-12-17,727915,435.43
1992-12-18,727916,441.28
1992-12-21,727919,440.7
1992-12-22,727920,440.31
1992-12-23,727921,439.03
1992-12-24,727922,439.77
1992-12-28,727926,439.15
1992-12-29,727927,437.98
1992-12-30,727928,438.82
1992-12-31,727929,435.71
1993-01-04,727933,435.38
1993-01-05,727934,434.34
1993-01-06,727935,434.52
1993-01-07,727936,430.73
1993-01-08,727937,429.05
1993-01-11,727940,430.95
1993-01-12,727941,431.04
1993-01-13,727942,433.03
1993-01-14,727943,435.94
1993-01-15,727944,437.15
1993-01-18,727947,436.84
1993-01-19,727948,435.13
1993-01-20,727949,433.37
1993-01-21,727950,435.49
1993-01-22,727951,436.11
1993-01-25,727954,440.01
1993-01-26,727955,439.95
1993-01-27,727956,438.11
1993-01-28,727957,438.66
1993-01-29,727958,438.78
1993-02-01,727961,442.52
1993-02-02,727962,442.55
1993-02-03,727963,447.2
1993-02-04,727964,449.56
1993-02-05,727965,448.93
1993-02-08,727968,447.85
1993-02-09,727969,445.33
1993-02-10,727970,446.23
1993-02-11,727971,447.66
1993-02-12,727972,444.58
1993-02-16,727976,433.91
1993-02-17,727977,433.3
1993-02-18,727978,431.9
1993-02-19,727979,434.22
1993-02-22,727982,435.24
1993-02-23,727983,434.8
1993-02-24,727984,440.87
1993-02-25,727985,442.34
1993-02-26,727986,443.38
1993-03-01,727989,442.01
1993-03-02,727990,447.9
1993-03-03,727991,449.26
1993-03-04,727992,447.34
1993-03-05,727993,446.11
1993-03-08,727996,454.71
1993-03-09,727997,454.4
1993-03-10,727998,456.33
1993-03-11,727999,453.72
1993-03-12,728000,449.83
1993-03-15,728003,451.43
1993-03-16,728004,451.37
1993-03-17,728005,448.31
1993-03-18,728006,451.89
1993-03-19,728007,450.18
1993-03-22,728010,448.88
1993-03-23,728011,448.76
1993-03-24,728012,448.07
1993-03-25,728013,450.88
1993-03-26,728014,447.78
1993-03-29,728017,450.77
1993-03-30,728018,451.97
1993-03-31,728019,451.67
1993-04-01,728020,450.3
1993-04-02,728021,441.39
1993-04-05,728024,442.29
1993-04-06,728025,441.16
1993-04-07,728026,442.73
1993-04-08,728027,441.84
1993-04-12,728031,448.37
1993-04-13,728032,449.22
1993-04-14,728033,448.66
1993-04-15,728034,448.4
1993-04-16,728035,448.94
1993-04-19,728038,447.46
1993-04-20,728039,445.1
1993-04-21,728040,443.63
1993-04-22,728041,439.46
1993-04-23,728042,437.03
1993-04-26,728045,433.54
1993-04-27,728046,438.01
1993-04-28,728047,438.02
1993-04-29,728048,438.89
1993-04-30,728049,440.19
1993-05-03,728052,442.46
1993-05-04,728053,444.05
1993-05-05,728054,444.52
1993-05-06,728055,443.26
1993-05-07,728056,442.31
1993-05-10,728059,442.8
1993-05-11,728060,444.36
1993-05-12,728061,444.8
1993-05-13,728062,439.23
1993-05-14,728063,439.56
1993-05-17,728066,440.37
1993-05-18,728067,440.32
1993-05-19,728068,447.57
1993-05-20,728069,450.59
1993-05-21,728070,445.84
1993-05-24,728073,448
1993-05-25,728074,448.85
1993-05-26,728075,453.44
1993-05-27,728076,452.41
1993-05-28,728077,450.19
1993-06-01,728081,453.83
1993-06-02,728082,453.85
1993-06-03,728083,452.49
1993-06-04,728084,450.06
1993-06-07,728087,447.69
1993-06-08,728088,444.71
1993-06-09,728089,445.78
1993-06-10,728090,445.38
1993-06-11,728091,447.26
1993-06-14,728094,447.71
1993-06-15,728095,446.27
1993-06-16,728096,447.43
1993-06-17,728097,448.54
1993-06-18,728098,443.68
1993-06-21,728101,446.22
1993-06-22,728102,445.93
1993-06-23,728103,443.19
1993-06-24,728104,446.62
1993-06-25,728105,447.6
1993-06-28,728108,451.85
1993-06-29,728109,450.69
1993-06-30,728110,450.53
1993-07-01,728111,449.02
1993-07-02,728112,445.84
1993-07-06,728116,441.43
1993-07-07,728117,442.83
1993-07-08,728118,448.64
1993-07-09,728119,448.11
1993-07-12,728122,448.98
1993-07-13,728123,448.09
1993-07-14,728124,450.08
1993-07-15,728125,449.22
1993-07-16,728126,445.75
1993-07-19,728129,446.03
1993-07-20,728130,447.31
1993-07-21,728131,447.18
1993-07-22,728132,444.51
1993-07-23,728133,447.1
1993-07-26,728136,449.09
1993-07-27,728137,448.24
1993-07-28,728138,447.19
1993-07-29,728139,450.24
1993-07-30,728140,448.13
1993-08-02,728143,450.15
1993-08-03,728144,449.27
1993-08-04,728145,448.54
1993-08-05,728146,448.13
1993-08-06,728147,448.68
1993-08-09,728150,450.72
1993-08-10,728151,449.45
1993-08-11,728152,450.46
1993-08-12,728153,448.96
1993-08-13,728154,450.14
1993-08-16,728157,452.38
1993-08-17,728158,453.13
1993-08-18,728159,456.04
1993-08-19,728160,456.43
1993-08-20,728161,456.16
1993-08-23,728164,455.23
1993-08-24,728165,459.77
1993-08-25,728166,460.13
1993-08-26,728167,461.04
1993-08-27,728168,460.54
1993-08-30,728171,461.9
1993-08-31,728172,463.56
1993-09-01,728173,463.15
1993-09-02,728174,461.3
1993-09-03,728175,461.34
1993-09-07,728179,458.52
1993-09-08,728180,456.65
1993-09-09,728181,457.5
1993-09-10,728182,461.72
1993-09-13,728185,462.06
1993-09-14,728186,459.9
1993-09-15,728187,461.6
1993-09-16,728188,459.43
1993-09-17,728189,458.83
1993-09-20,728192,455.05
1993-09-21,728193,452.95
1993-09-22,728194,456.2
1993-09-23,728195,457.74
1993-09-24,728196,457.63
1993-09-27,728199,461.8
1993-09-28,728200,461.53
1993-09-29,728201,460.11
1993-09-30,728202,458.93
1993-10-01,728203,461.28
1993-10-04,728206,461.34
1993-10-05,728207,461.2
1993-10-06,728208,460.74
1993-10-07,728209,459.18
1993-10-08,728210,460.31
1993-10-11,728213,460.88
1993-10-12,728214,461.12
1993-10-13,728215,461.49
1993-10-14,728216,466.83
1993-10-15,728217,469.5
1993-10-18,728220,468.45
1993-10-19,728221,466.21
1993-10-20,728222,466.07
1993-10-21,728223,465.36
1993-10-22,728224,463.27
1993-10-25,728227,464.2
1993-10-26,728228,464.3
1993-10-27,728229,464.61
1993-10-28,728230,467.73
1993-10-29,728231,467.83
1993-11-01,728234,469.1
1993-11-02,728235,468.44
1993-11-03,728236,463.02
1993-11-04,728237,457.49
1993-11-05,728238,459.57
1993-11-08,728241,460.21
1993-11-09,728242,460.33
1993-11-10,728243,463.72
1993-11-11,728244,462.64
1993-11-12,728245,465.39
1993-11-15,728248,463.75
1993-11-16,728249,466.74
1993-11-17,728250,464.81
1993-11-18,728251,463.62
1993-11-19,728252,462.6
1993-11-22,728255,459.13
1993-11-23,728256,461.03
1993-11-24,728257,462.36
1993-11-26,728259,463.06
1993-11-29,728262,461.9
1993-11-30,728263,461.79
1993-12-01,728264,461.89
1993-12-02,728265,463.11
1993-12-03,728266,464.89
1993-12-06,728269,466.43
1993-12-07,728270,466.76
1993-12-08,728271,466.29
1993-12-09,728272,464.18
1993-12-10,728273,463.93
1993-12-13,728276,465.7
1993-12-14,728277,463.06
1993-12-15,728278,461.84
1993-12-16,728279,463.34
1993-12-17,728280,466.38
1993-12-20,728283,465.85
1993-12-21,728284,465.3
1993-12-22,728285,467.32
1993-12-23,728286,467.38
1993-12-27,728290,470.54
1993-12-28,728291,470.94
1993-12-29,728292,470.58
1993-12-30,728293,468.64
1993-12-31,728294,466.45
1994-01-03,728297,465.44
1994-01-04,728298,466.89
1994-01-05,728299,467.55
1994-01-06,728300,467.12
1994-01-07,728301,469.9
1994-01-10,728304,475.27
1994-01-11,728305,474.13
1994-01-12,728306,474.17
1994-01-13,728307,472.47
1994-01-14,728308,474.91
1994-01-17,728311,473.3
1994-01-18,728312,474.25
1994-01-19,728313,474.3
1994-01-20,728314,474.98
1994-01-21,728315,474.72
1994-01-24,728318,471.97
1994-01-25,728319,470.92
1994-01-26,728320,473.2
1994-01-27,728321,477.05
1994-01-28,728322,478.7
1994-01-31,728325,481.61
1994-02-01,728326,479.62
1994-02-02,728327,482
1994-02-03,728328,480.71
1994-02-04,728329,469.81
1994-02-07,728332,471.76
1994-02-08,728333,471.05
1994-02-09,728334,472.77
1994-02-10,728335,468.93
1994-02-11,728336,470.18
1994-02-14,728339,470.23
1994-02-15,728340,472.52
1994-02-16,728341,472.79
1994-02-17,728342,470.34
1994-02-18,728343,467.69
1994-02-22,728347,471.46
1994-02-23,728348,470.69
1994-02-24,728349,464.26
1994-02-25,728350,466.07
1994-02-28,728353,467.14
1994-03-01,728354,464.44
1994-03-02,728355,464.81
1994-03-03,728356,463.01
1994-03-04,728357,464.74
1994-03-07,728360,466.91
1994-03-08,728361,465.88
1994-03-09,728362,467.06
1994-03-10,728363,463.9
1994-03-11,728364,466.44
1994-03-14,728367,467.39
1994-03-15,728368,467.01
1994-03-16,728369,469.42
1994-03-17,728370,470.9
1994-03-18,728371,471.06
1994-03-21,728374,468.54
1994-03-22,728375,468.8
1994-03-23,728376,468.54
1994-03-24,728377,464.35
1994-03-25,728378,460.58
1994-03-28,728381,460
1994-03-29,728382,452.48
1994-03-30,728383,445.55
1994-03-31,728384,445.77
1994-04-04,728388,438.92
1994-04-05,728389,448.29
1994-04-06,728390,448.05
1994-04-07,728391,450.88
1994-04-08,728392,447.1
1994-04-11,728395,449.87
1994-04-12,728396,447.57
1994-04-13,728397,446.26
1994-04-14,728398,446.38
1994-04-15,728399,446.18
1994-04-18,728402,442.46
1994-04-19,728403,442.54
1994-04-20,728404,441.96
1994-04-21,728405,448.73
1994-04-22,728406,447.63
1994-04-25,728409,452.71
1994-04-26,728410,451.87
1994-04-28,728412,449.1
1994-04-29,728413,450.91
1994-05-02,728416,453.02
1994-05-03,728417,453.03
1994-05-04,728418,451.72
1994-05-05,728419,451.38
1994-05-06,728420,447.82
1994-05-09,728423,442.32
1994-05-10,728424,446.01
1994-05-11,728425,441.49
1994-05-12,728426,443.75
1994-05-13,728427,444.14
1994-05-16,728430,444.49
1994-05-17,728431,449.37
1994-05-18,728432,453.69
1994-05-19,728433,456.48
1994-05-20,728434,454.92
1994-05-23,728437,453.2
1994-05-24,728438,454.81
1994-05-25,728439,456.34
1994-05-26,728440,457.06
1994-05-27,728441,457.33
1994-05-31,728445,456.5
1994-06-01,728446,457.63
1994-06-02,728447,457.65
1994-06-03,728448,460.13
1994-06-06,728451,458.88
1994-06-07,728452,458.21
1994-06-08,728453,457.06
1994-06-09,728454,457.86
1994-06-10,728455,458.67
1994-06-13,728458,459.1
1994-06-14,728459,462.37
1994-06-15,728460,460.61
1994-06-16,728461,461.93
1994-06-17,728462,458.45
1994-06-20,728465,455.48
1994-06-21,728466,451.34
1994-06-22,728467,453.09
1994-06-23,728468,449.63
1994-06-24,728469,442.8
1994-06-27,728472,447.31
1994-06-28,728473,446.07
1994-06-29,728474,447.63
1994-06-30,728475,444.27
1994-07-01,728476,446.2
1994-07-05,728480,446.37
1994-07-06,728481,446.13
1994-07-07,728482,448.38
1994-07-08,728483,449.55
1994-07-11,728486,448.06
1994-07-12,728487,447.95
1994-07-13,728488,448.73
1994-07-14,728489,453.41
1994-07-15,728490,454.16
1994-07-18,728493,455.22
1994-07-19,728494,453.86
1994-07-20,728495,451.6
1994-07-21,728496,452.61
1994-07-22,728497,453.11
1994-07-25,728500,454.25
1994-07-26,728501,453.36
1994-07-27,728502,452.57
1994-07-28,728503,454.24
1994-07-29,728504,458.26
1994-08-01,728507,461.01
1994-08-02,728508,460.56
1994-08-03,728509,461.45
1994-08-04,728510,458.4
1994-08-05,728511,457.09
1994-08-08,728514,457.89
1994-08-09,728515,457.92
1994-08-10,728516,460.3
1994-08-11,728517,458.88
1994-08-12,728518,461.94
1994-08-15,728521,461.23
1994-08-16,728522,465.01
1994-08-17,728523,465.17
1994-08-18,728524,463.17
1994-08-19,728525,463.68
1994-08-22,728528,462.32
1994-08-23,728529,464.51
1994-08-24,728530,469.03
1994-08-25,728531,468.08
1994-08-26,728532,473.8
1994-08-29,728535,474.59
1994-08-30,728536,476.07
1994-08-31,728537,475.49
1994-09-01,728538,473.17
1994-09-02,728539,470.99
1994-09-06,728543,471.86
1994-09-07,728544,470.99
1994-09-08,728545,473.14
1994-09-09,728546,468.18
1994-09-12,728549,466.21
1994-09-13,728550,467.51
1994-09-14,728551,468.8
1994-09-15,728552,474.81
1994-09-16,728553,471.19
1994-09-19,728556,470.85
1994-09-20,728557,463.36
1994-09-21,728558,461.46
1994-09-22,728559,461.27
1994-09-23,728560,459.67
1994-09-26,728563,460.82
1994-09-27,728564,462.05
1994-09-28,728565,464.84
1994-09-29,728566,462.24
1994-09-30,728567,462.71
1994-10-03,728570,461.74
1994-10-04,728571,454.59
1994-10-05,728572,453.52
1994-10-06,728573,452.36
1994-10-07,728574,455.1
1994-10-10,728577,459.04
1994-10-11,728578,465.79
1994-10-12,728579,465.47
1994-10-13,728580,467.79
1994-10-14,728581,469.1
1994-10-17,728584,468.96
1994-10-18,728585,467.66
1994-10-19,728586,470.28
1994-10-20,728587,466.85
1994-10-21,728588,464.89
1994-10-24,728591,460.83
1994-10-25,728592,461.53
1994-10-26,728593,462.62
1994-10-27,728594,465.85
1994-10-28,728595,473.77
1994-10-31,728598,472.35
1994-11-01,728599,468.42
1994-11-02,728600,466.51
1994-11-03,728601,467.91
1994-11-04,728602,462.28
1994-11-07,728605,463.07
1994-11-08,728606,465.65
1994-11-09,728607,465.4
1994-11-10,728608,464.37
1994-11-11,728609,462.35
1994-11-14,728612,466.04
1994-11-15,728613,465.03
1994-11-16,728614,465.62
1994-11-17,728615,463.57
1994-11-18,728616,461.47
1994-11-21,728619,458.3
1994-11-22,728620,450.09
1994-11-23,728621,449.93
1994-11-25,728623,452.29
1994-11-28,728626,454.16
1994-11-29,728627,455.17
1994-11-30,728628,453.69
1994-12-01,728629,448.92
1994-12-02,728630,453.3
1994-12-05,728633,453.32
1994-12-06,728634,453.11
1994-12-07,728635,451.23
1994-12-08,728636,445.45
1994-12-09,728637,446.96
1994-12-12,728640,449.47
1994-12-13,728641,450.15
1994-12-14,728642,454.97
1994-12-15,728643,455.34
1994-12-16,728644,458.8
1994-12-19,728647,457.91
1994-12-20,728648,457.1
1994-12-21,728649,459.61
1994-12-22,728650,459.68
1994-12-23,728651,459.83
1994-12-27,728655,462.47
1994-12-28,728656,460.86
1994-12-29,728657,461.17
1994-12-30,728658,459.27
1995-01-03,728662,459.11
1995-01-04,728663,460.71
1995-01-05,728664,460.34
1995-01-06,728665,460.68
1995-01-09,728668,460.83
1995-01-10,728669,461.68
1995-01-11,728670,461.66
1995-01-12,728671,461.64
1995-01-13,728672,465.97
1995-01-16,728675,469.38
1995-01-17,728676,470.05
1995-01-18,728677,469.71
1995-01-19,728678,466.95
1995-01-20,728679,464.78
1995-01-23,728682,465.82
1995-01-24,728683,465.86
